"identifier","alternative_identifiers","country","continent","region","culture","epoch","group","comment","latitude","longitude","sex","site","site_detail","mt_hg","ychr_hg","year_from","year_to","date_detail","bp","c14_lab_code","reference_names","reference_links","reference_data_links","c14_sample_tag","c14_layer_tag","avg_coverage","sequence_source","ychr_snps"
"arm14","Karkar,N6","Armenia","Asia","Caucasus","Armenian","Middle Ages","MACA","",39.79,46.85,"U","Karkar","","U1a1a","",1700,1800,"1700-1800 AD","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",28.6,"fasta",""
"arm15","Burial 18/1","Armenia","Asia","Caucasus","Lchashen-Metsamor","Bronze Age","BACA","Late Bronze Age",40.15,45.25,"U","Nerqin Getashen","","H15a1a1","",-1400,-1200,"1400-1200 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",22.5,"fasta",""
"arm16","Burial 18/2","Armenia","Asia","Caucasus","Lchashen-Metsamor","Bronze Age","BACA","Late Bronze Age",40.15,45.25,"U","Nerqin Getashen","","K1a12a","",-1400,-1200,"1400-1200 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",28.6,"fasta",""
"arm18","Burial 27/7","Armenia","Asia","Caucasus","Lchashen-Metsamor","Bronze Age","BACA","Late Bronze Age",40.15,45.25,"U","Nerqin Getashen","","H15a1a1","",-1400,-1200,"1400-1200 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",62.6,"fasta",""
"arm19","Burial 27/2","Armenia","Asia","Caucasus","Lchashen-Metsamor","Bronze Age","BACA","Late Bronze Age",40.15,45.25,"U","Nerqin Getashen","","K1a1b1e","",-1400,-1200,"1400-1200 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",49.3,"fasta",""
"arm2","Tomb 1,G10","Armenia","Asia","Caucasus","Kura-Araxes","Bronze Age","BACA","Early Bronze Age",40.87,43.75,"U","Kaps","","R1a1","",-3000,-2800,"3000-2800 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",18.2,"fasta",""
"arm20","Burial 21/5","Armenia","Asia","Caucasus","Lchashen-Metsamor","Bronze Age","BACA","Late Bronze Age",40.15,45.25,"U","Nerqin Getashen","","H8a1","",-1383,-1215,"1383-1241 BC","3107±28","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","1","0",92.2,"fasta",""
"arm21","burial 4","Armenia","Asia","Caucasus","Lchashen-Metsamor","Iron Age","IACA","Early Iron Age",40.32,45.22,"U","Kanagegh","","HV12b1","",-1300,-1100,"1300-1100 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",55.5,"fasta",""
"arm22","burial 4","Armenia","Asia","Caucasus","Lchashen-Metsamor","Iron Age","IACA","Early Iron Age",40.16,45.74,"U","Akunk","","H2a","",-1300,-1100,"1300-1100 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",25.5,"fasta",""
"arm23","Burial 3,camb. 1,ind. 4","Armenia","Asia","Caucasus","Lchashen-Metsamor","Bronze Age","BACA","Late Bronze Age",40.32,45.22,"U","Kanagegh","","R1a1a","",-1500,-1300,"1500-1300 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",70.1,"fasta",""
"arm24","Burial 5,ind. 3","Armenia","Asia","Caucasus","Lchashen-Metsamor","Iron Age","IACA","Early Iron Age",40.39,44.53,"U","Dari Glukh","","U5a1b","",-1300,-1100,"1300-1100 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",21.7,"fasta",""
"arm26","Burial 14/1,ind. 1","Armenia","Asia","Caucasus","Lchashen-Metsamor","Iron Age","IACA","Early Iron Age",40.35,45.17,"U","Artsvaqar","","J1d1b1","",-1300,-1100,"1300-1100 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",24.1,"fasta",""
"arm27","Burial 14/1,ind. 2","Armenia","Asia","Caucasus","Lchashen-Metsamor","Iron Age","IACA","Early Iron Age",40.35,45.17,"U","Artsvaqar","","HV","",-1316,-1070,"1316-1070 BC","2987±26","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","1","0",99.6,"fasta",""
"arm28","Burial 5/1","Armenia","Asia","Caucasus","Lchashen-Metsamor","Bronze Age","BACA","Late Bronze Age",40.32,45.22,"U","Kanagegh","","K1a4c1","",-1400,-1200,"1400-1200 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",29.4,"fasta",""
"arm29","Burial 18/4","Armenia","Asia","Caucasus","Lchashen-Metsamor","Bronze Age","BACA","Late Bronze Age",40.15,45.25,"U","Nerqin Getashen","","R1b1","",-1400,-1200,"1400-1200 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",27.6,"fasta",""
"arm3","Tomb 1,G11","Armenia","Asia","Caucasus","Kura-Araxes","Bronze Age","BACA","Early Bronze Age",40.87,43.75,"U","Kaps","","K3","",-3039,-2864,"3039-2864 BC","4383±28","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","1","0",60.6,"fasta",""
"arm30","Curgan 22","Armenia","Asia","Caucasus","Lchashen-Metsamor","Bronze Age","BACA","Late Bronze Age",40.15,45.25,"U","Nerqin Getashen","","U8b1a2b","",-1500,-1300,"1500-1300 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",63.1,"fasta",""
"arm31","Burial 20-1/23","Armenia","Asia","Caucasus","Lchashen-Metsamor","Bronze Age","BACA","Late Bronze Age",40.15,45.25,"U","Nerqin Getashen","","T1a9","",-1400,-1200,"1400-1200 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",44.1,"fasta",""
"arm32","Burial 23/3","Armenia","Asia","Caucasus","Lchashen-Metsamor","Bronze Age","BACA","Late Bronze Age",40.15,45.25,"U","Nerqin Getashen","","HV1a2","",-1400,-1200,"1400-1200 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",96.5,"fasta",""
"arm33","Burial 27/9","Armenia","Asia","Caucasus","Lchashen-Metsamor","Bronze Age","BACA","Late Bronze Age",40.15,45.25,"U","Nerqin Getashen","","W3b","",-1400,-1200,"1400-1200 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",159.7,"fasta",""
"arm34","ind. 1,Burial 28","Armenia","Asia","Caucasus","Lchashen-Metsamor","Bronze Age","BACA","Late Bronze Age",40.15,45.25,"U","Nerqin Getashen","","U3b","",-1348,-1175,"1348-1175 BC","3049±29","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","1","0",146.8,"fasta",""
"arm35","ind. 2,Burial 28","Armenia","Asia","Caucasus","Trialeti-Vanadzor 2","Bronze Age","BACA","Middle Bronze Age",40.15,45.25,"U","Nerqin Getashen","","U3b","",-2000,-1800,"2000-1800 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",35.7,"fasta",""
"arm36","Burial 19","Armenia","Asia","Caucasus","Lchashen-Metsamor","Bronze Age","BACA","Late Bronze Age",40.55,44.96,"U","Sevan","","U2e1e","",-1500,-1300,"1500-1300 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",60.5,"fasta",""
"arm37","Burial 5/1","Armenia","Asia","Caucasus","Lchashen-Metsamor","Iron Age","IACA","Early Iron Age",40.16,45.74,"U","Akunk","","H","",-1100,-900,"1100-900 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",38.4,"fasta",""
"arm39","Trench 6,F15","Armenia","Asia","Caucasus","Neolithic","Neolithic","NECA","",40.1,44.29,"U","Aknashen","","I1","",-5925,-5717,"5925-5717 BC","6976±29","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","1","0",21.9,"fasta",""
"arm4","skeleton 1","Armenia","Asia","Caucasus","Armenian","Classical Age","CLCA","",40.14,44.11,"U","Metsamor","","J1d1b1","",-100,100,"100 BC-100 AD","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",33.6,"fasta",""
"arm40","Tomb 1,UF14","Armenia","Asia","Caucasus","Kura-Araxes","Bronze Age","BACA","Early Bronze Age",39.58,45.92,"U","Godedzor","","H14b2","",-3449,-3091,"3449-3091 BC","4600±27","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","1","0",37.1,"fasta",""
"arm42","UF70a,tr. A/B","Armenia","Asia","Caucasus","Kura-Araxes","Bronze Age","BACA","Early Bronze Age",39.58,45.92,"U","Godedzor","","T1","",-3500,-3200,"3500-3200 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",25.7,"fasta",""
"arm43","Tomb 50","Armenia","Asia","Caucasus","Trialeti-Vanadzor 2","Bronze Age","BACA","Middle Bronze Age",40.41,44.57,"U","Karashamb","","U4a","",-1800,-1600,"1800-1600 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",25.6,"fasta",""
"arm44","133,bur-1,ind-1,upper layer-037","Armenia","Asia","Caucasus","Urartian","Iron Age","IACA","Late Iron Age",40.29,44.32,"U","Nerqin Naver","","U3b3","",-743,-491,"743-491 BC","2518±29","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","1","0",43.9,"fasta",""
"arm45","Tomb 462","Armenia","Asia","Caucasus","Trialeti-Vanadzor 2","Bronze Age","BACA","Middle Bronze Age",40.41,44.57,"U","Karashamb","","T","",-1800,-1600,"1800-1600 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",11.7,"fasta",""
"arm46","Tomb 750","Armenia","Asia","Caucasus","Trialeti-Vanadzor 2","Bronze Age","BACA","Middle Bronze Age",40.41,44.57,"U","Karashamb","","HV1a1","",-1800,-1600,"1800-1600 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",17.9,"fasta",""
"arm48","131,bur-1,ind-1,middle layer","Armenia","Asia","Caucasus","Urartian","Iron Age","IACA","Late Iron Age",40.29,44.32,"U","Nerqin Naver","","I4","",-700,-500,"700-500 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",20.5,"fasta",""
"arm49","bur-1,middle layer,132,ind-2","Armenia","Asia","Caucasus","Urartian","Iron Age","IACA","Late Iron Age",40.29,44.32,"U","Nerqin Naver","","I4","",-700,-500,"700-500 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",17.5,"fasta",""
"arm5","Skeleton 3","Armenia","Asia","Caucasus","Kura-Araxes","Bronze Age","BACA","Early Bronze Age",40.2,45.86,"U","Sotk 2","","J1b1b1","",-3000,-2800,"3000-2800 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",41.7,"fasta",""
"arm51","bur-1,135,upper layer ind-3","Armenia","Asia","Caucasus","Urartian","Iron Age","IACA","Late Iron Age",40.29,44.32,"U","Nerqin Naver","","U3b3","",-700,-500,"700-500 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",14.6,"fasta",""
"arm52","AG-15","Armenia","Asia","Caucasus","Chalcolithic","Copper Age","CACA","",39.74,46.77,"U","Karintak","","U8b1a1","",-4486,-4320,"4486-4320 BC","5635±29","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","1","0",138.1,"fasta",""
"arm7","Trench 7,UF5-F2","Armenia","Asia","Caucasus","Neolithic","Neolithic","NECA","",40.1,44.29,"U","Aknashen","","H2+152","",-5900,-5600,"5900-5600 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",22.5,"fasta",""
"arm9","Trench 4,UF7a","Armenia","Asia","Caucasus","Neolithic","Neolithic","NECA","",40.1,44.29,"U","Aknashen","","H15a1","",-5900,-5600,"5900-5600 BC","","","Margaryan et al. 2017","https://doi.org/10.1016/j.cub.2017.05.087","https://www.ncbi.nlm.nih.gov/nuccore/MF362701","0","1",31.7,"fasta",""
"ARS001","","Mongolia","Asia","eastern Asia","Khövsgöl population","Bronze Age","LBAMo","Late Bronze Age",49.656833,99.726694,"M","Khövsgöl","Arbulag soum, Khövsgöl aimag, Mongolia","D4","Q1a2a1c (Q-L334,Q-L330)",-1046,-820,"1046-820 cal BCE","2779±50","","Jeong et al. 2018","https://doi.org/10.1073/pnas.1813608115","https://www.ncbi.nlm.nih.gov/sra/SRX3542047","1","0",1.5290000000000001,"<NA>",""
"ARS002","","Mongolia","Asia","eastern Asia","Khövsgöl population","Bronze Age","LBAMo","Late Bronze Age",49.656833,99.726694,"U","Khövsgöl","Arbulag soum, Khövsgöl aimag, Mongolia","D4j5","",-1259,-936,"1259-936 cal BCE","2910±52","","Jeong et al. 2018","https://doi.org/10.1073/pnas.1813608115","https://www.ncbi.nlm.nih.gov/sra/SRX3542047","1","0",0.89,"<NA>",""
"ARS003","","Mongolia","Asia","eastern Asia","Khövsgöl population","Bronze Age","LBAMo","Late Bronze Age",49.656833,99.726694,"M","Khövsgöl","Arbulag soum, Khövsgöl aimag, Mongolia","U5a2d1","N1c1a (N-M178)",-1421,-1128,"1421-1128 cal BCE","3044±50","","Jeong et al. 2018","https://doi.org/10.1073/pnas.1813608115","https://www.ncbi.nlm.nih.gov/sra/SRX3542047","1","0",0.19399999999999998,"<NA>",""
"ARS004","","Mongolia","Asia","eastern Asia","Khövsgöl population","Bronze Age","LBAMo","Late Bronze Age",49.656833,99.726694,"M","Khövsgöl","Arbulag soum, Khövsgöl aimag, Mongolia","F2a","Q1a2 (Q-L942,Q-M346)",-1207,-901,"1207-901 cal BCE","2857±54","","Jeong et al. 2018","https://doi.org/10.1073/pnas.1813608115","https://www.ncbi.nlm.nih.gov/sra/SRX3542047","1","0",0.573,"<NA>",""
"ARS005","","Mongolia","Asia","eastern Asia","Khövsgöl population","Bronze Age","LBAMo","Late Bronze Age",49.656833,99.726694,"M","Khövsgöl","Arbulag soum, Khövsgöl aimag, Mongolia","D4e1","Q1a2a1 (Q-L54)",-1255,-925,"1255-925 cal BCE","2897±55","","Jeong et al. 2018","https://doi.org/10.1073/pnas.1813608115","https://www.ncbi.nlm.nih.gov/sra/SRX3542047","1","0",0.78,"<NA>",""
"ARS006","","Mongolia","Asia","eastern Asia","Khövsgöl population","Bronze Age","LBAMo","Late Bronze Age",49.656833,99.726694,"F","Khövsgöl","Arbulag soum, Khövsgöl aimag, Mongolia","C4a1a+195","",-1206,-919,"1206-919 cal BCE","2872±48","","Jeong et al. 2018","https://doi.org/10.1073/pnas.1813608115","https://www.ncbi.nlm.nih.gov/sra/SRX3542047","1","0",1.429,"<NA>",""
"ARS007","","Mongolia","Asia","eastern Asia","Khövsgöl population","Bronze Age","LBAMo","Late Bronze Age",49.656833,99.726694,"M","Khövsgöl","Arbulag soum, Khövsgöl aimag, Mongolia","A+152+16362","Q1a2a (Q-L475,Q-L53)",-1388,-1055,"1388-1055 cal BCE","2991±48","","Jeong et al. 2018","https://doi.org/10.1073/pnas.1813608115","https://www.ncbi.nlm.nih.gov/sra/SRX3542047","1","0",1.66,"<NA>",""
"ARS008","","Mongolia","Asia","eastern Asia","Khövsgöl population","Bronze Age","LBAMo","Late Bronze Age",49.656833,99.726694,"M","Khövsgöl","Arbulag soum, Khövsgöl aimag, Mongolia","C4a2c","Q1a2a1c (Q-L330)",-1389,-1055,"1389-1055 cal BCE","2992±48","","Jeong et al. 2018","https://doi.org/10.1073/pnas.1813608115","https://www.ncbi.nlm.nih.gov/sra/SRX3542047","1","0",3.563,"bam",""
"ARS010","","Mongolia","Asia","eastern Asia","Khövsgöl population","Bronze Age","LBAMo","Late Bronze Age",49.656833,99.726694,"F","Khövsgöl","Arbulag soum, Khövsgöl aimag, Mongolia","","",-1192,-899,"1192-899 cal BCE","2849±49","","Jeong et al. 2018","https://doi.org/10.1073/pnas.1813608115","https://www.ncbi.nlm.nih.gov/sra/SRX3542047","1","0",0.0,"<NA>",""
"ARS011","","Mongolia","Asia","eastern Asia","Khövsgöl population","Bronze Age","LBAMo","Late Bronze Age",49.656833,99.726694,"M","Khövsgöl","Arbulag soum, Khövsgöl aimag, Mongolia","","Q1a2 (Q-L56,Q-M346)",-1278,-979,"1278-979 cal BCE","2930±50","","Jeong et al. 2018","https://doi.org/10.1073/pnas.1813608115","https://www.ncbi.nlm.nih.gov/sra/SRX3542047","1","0",0.111,"<NA>",""
"ARS012","","Mongolia","Asia","eastern Asia","Khövsgöl population","Bronze Age","LBAMo","Late Bronze Age",49.656833,99.726694,"F","Khövsgöl","Arbulag soum, Khövsgöl aimag, Mongolia","C4a2a1","",-1410,-1126,"1410-1126 cal BCE","3029±49","","Jeong et al. 2018","https://doi.org/10.1073/pnas.1813608115","https://www.ncbi.nlm.nih.gov/sra/SRX3542047","1","0",0.28600000000000003,"<NA>",""
"ARS013","","Mongolia","Asia","eastern Asia","Khövsgöl population","Bronze Age","LBAMo","Late Bronze Age",49.656833,99.726694,"F","Khövsgöl","Arbulag soum, Khövsgöl aimag, Mongolia","C","",-1442,-1208,"1442-1208 cal BCE","3074±49","","Jeong et al. 2018","https://doi.org/10.1073/pnas.1813608115","https://www.ncbi.nlm.nih.gov/sra/SRX3542047","1","0",0.141,"<NA>",""
"ARS014","","Mongolia","Asia","eastern Asia","Khövsgöl population","Bronze Age","LBAMo","Late Bronze Age",49.656833,99.726694,"F","Khövsgöl","Arbulag soum, Khövsgöl aimag, Mongolia","C4a2c1","",-1412,-1127,"1412-1127 cal BCE","3033±49","","Jeong et al. 2018","https://doi.org/10.1073/pnas.1813608115","https://www.ncbi.nlm.nih.gov/sra/SRX3542047","1","0",0.364,"<NA>",""
"ARS015","","Mongolia","Asia","eastern Asia","Khövsgöl population","Bronze Age","LBAMo","Late Bronze Age",49.656833,99.726694,"M","Khövsgöl","Arbulag soum, Khövsgöl aimag, Mongolia","G3a","Q1a1 (Q-Y706,Q-F1096)",-1429,-1130,"1429-1130 cal BCE","3052±52","","Jeong et al. 2018","https://doi.org/10.1073/pnas.1813608115","https://www.ncbi.nlm.nih.gov/sra/SRX3542047","1","0",0.635,"<NA>",""
"ARS016","","Mongolia","Asia","eastern Asia","Khövsgöl population","Bronze Age","LBAMo","Late Bronze Age",49.656833,99.726694,"M","Khövsgöl","Arbulag soum, Khövsgöl aimag, Mongolia","A+152+16362+16189","Q1a2a1c (Q-L334,Q-L330)",-1606,-1298,"1606-1298 cal BCE","3174±53","","Jeong et al. 2018","https://doi.org/10.1073/pnas.1813608115","https://www.ncbi.nlm.nih.gov/sra/SRX3542047","1","0",3.654,"<NA>",""
"ARS017","","Mongolia","Asia","eastern Asia","Khövsgöl population","Bronze Age","LBAMo","Late Bronze Age",49.656833,99.726694,"F","Khövsgöl","Arbulag soum, Khövsgöl aimag, Mongolia","G2a","",-1428,-1130,"1428-1130 cal BCE","3052±50","","Jeong et al. 2018","https://doi.org/10.1073/pnas.1813608115","https://www.ncbi.nlm.nih.gov/sra/SRX3542047","1","0",1.6669999999999998,"<NA>",""
"ARS018","","Mongolia","Asia","eastern Asia","Khövsgöl population","Bronze Age","LBAMo","Late Bronze Age",49.656833,99.726694,"M","Khövsgöl","Arbulag soum, Khövsgöl aimag, Mongolia","B5b1","Q1a (Q-M1117,Q-L472)",-1188,-846,"1188-846 cal BCE","2835±50","","Jeong et al. 2018","https://doi.org/10.1073/pnas.1813608115","https://www.ncbi.nlm.nih.gov/sra/SRX3542047","1","0",0.11199999999999999,"<NA>",""
"ARS020","","Mongolia","Asia","eastern Asia","Khövsgöl population","Bronze Age","LBAMo","Late Bronze Age",49.656833,99.726694,"U","Khövsgöl","Arbulag soum, Khövsgöl aimag, Mongolia","","",-1285,-1020,"1285-1020 cal BCE","2958±42","","Jeong et al. 2018","https://doi.org/10.1073/pnas.1813608115","https://www.ncbi.nlm.nih.gov/sra/SRX3542047","1","0",0.0,"<NA>",""
"ARS024","","Mongolia","Asia","eastern Asia","Khövsgöl population","Bronze Age","LBAMo","Late Bronze Age",49.656833,99.726694,"F","Khövsgöl","Arbulag soum, Khövsgöl aimag, Mongolia","C4a1a1","",-1385,-1059,"1385-1059 cal BCE","2990±38","","Jeong et al. 2018","https://doi.org/10.1073/pnas.1813608115","https://www.ncbi.nlm.nih.gov/sra/SRX3542047","1","0",0.5329999999999999,"<NA>",""
"ARS025","","Mongolia","Asia","eastern Asia","Khövsgöl population","Bronze Age","LBAMo","Late Bronze Age",49.656833,99.726694,"M","Khövsgöl","Arbulag soum, Khövsgöl aimag, Mongolia","D4b1a2a","Q1a2a (Q-L475,Q-L53)",-1427,-1134,"1427-1134 cal BCE","3056±46","","Jeong et al. 2018","https://doi.org/10.1073/pnas.1813608115","https://www.ncbi.nlm.nih.gov/sra/SRX3542047","1","0",0.16699999999999998,"<NA>",""
